gene_set_id	phenotype	definition	gene_symbol	ensembl_gene_id	evidence	effect_direction	effect_beta	p_value	source_id	notes
height_207_gene_p	Height	207 discovery-significant gene-P genes	IRS4	ENSG00000133124	.	.	.	5.86e-16	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	JAK2	ENSG00000096968	.	.	.	2.84e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	KAT2B	ENSG00000114166	.	.	.	1.41e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	KIF7	ENSG00000166813	.	.	.	1.28e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	KMT2B	ENSG00000272333	.	.	.	2.71e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LATS2	ENSG00000150457	.	.	.	1.09e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LCORL	ENSG00000178177	.	.	.	1.03e-69	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LGR5	ENSG00000139292	.	.	.	9.05e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LOXL2	ENSG00000134013	.	.	.	2.6e-19	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LOXL3	ENSG00000115318	.	.	.	8.64e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LPP	ENSG00000145012	.	.	.	7.23e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LRP5	ENSG00000162337	.	.	.	2.62e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LRRC8A	ENSG00000136802	.	.	.	4.79e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LTBP1	ENSG00000049323	.	.	.	1.28e-16	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LTBP2	ENSG00000119681	.	.	.	4.39e-16	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	LTBP3	ENSG00000168056	.	.	.	1.54e-18	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MAPKAPK2	ENSG00000162889	.	.	.	6.58e-18	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MC3R	ENSG00000124089	.	.	.	2.43e-17	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MKRN3	ENSG00000179455	.	.	.	5.4e-14	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MTMR11	ENSG00000014914	.	.	.	1.66e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MTOR	ENSG00000198793	.	.	.	3.86e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	MYO1D	ENSG00000176658	.	.	.	1.02e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NF1	ENSG00000196712	.	.	.	1.21e-47	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NIM1K	ENSG00000177453	.	.	.	1.6e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NOG	ENSG00000183691	.	.	.	4.46e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NOSTRIN	ENSG00000163072	.	.	.	6.69e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NOX4	ENSG00000086991	.	.	.	1.1e-19	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NPR2	ENSG00000159899	.	.	.	2.88e-116	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NPR3	ENSG00000113389	.	.	.	9.4e-80	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	NRK	ENSG00000123572	.	.	.	1.09e-36	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PAM	ENSG00000145730	.	.	.	4.21e-17	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PAPPA	ENSG00000182752	.	.	.	1.91e-26	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PAPPA2	ENSG00000116183	.	.	.	6.45e-17	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PCGF5	ENSG00000180628	.	.	.	6.79e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PCNA	ENSG00000132646	.	.	.	4.96e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PDE3B	ENSG00000152270	.	.	.	4.93e-25	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PDE5A	ENSG00000138735	.	.	.	1.08e-19	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PHC3	ENSG00000173889	.	.	.	6.26e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PIEZO1	ENSG00000103335	.	.	.	5.25e-76	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PITX1	ENSG00000069011	.	.	.	5.27e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PKD1	ENSG00000008710	.	.	.	4.28e-18	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PLOD1	ENSG00000083444	.	.	.	3.81e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PLOD2	ENSG00000152952	.	.	.	5.07e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PLPP1	ENSG00000067113	.	.	.	1.77e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PLVAP	ENSG00000130300	.	.	.	5.67e-16	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	POR	ENSG00000127948	.	.	.	1.26e-14	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PREPL	ENSG00000138078	.	.	.	5.02e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PRKG2	ENSG00000138669	.	.	.	1.71e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PTCH1	ENSG00000185920	.	.	.	1.94e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PTH1R	ENSG00000160801	.	.	.	1.25e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PTPN11	ENSG00000179295	.	.	.	5.13e-39	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PTPN9	ENSG00000169410	.	.	.	1.39e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	PTPRJ	ENSG00000149177	.	.	.	1.43e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	RFC1	ENSG00000035928	.	.	.	2.61e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	RNF187	ENSG00000168159	.	.	.	1.22e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	RPL5	ENSG00000122406	.	.	.	2.77e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	RTL1	ENSG00000254656	.	.	.	6.85e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SAMD4A	ENSG00000020577	.	.	.	5.62e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SAMHD1	ENSG00000101347	.	.	.	6.3e-20	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SCMH1	ENSG00000010803	.	.	.	2.69e-48	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SCUBE3	ENSG00000146197	.	.	.	1.7e-79	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SERPINH1	ENSG00000149257	.	.	.	2.9e-43	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SHANK1	ENSG00000161681	.	.	.	6.41e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SHOX	ENSG00000185960	.	.	.	2.74e-31	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SIX6	ENSG00000184302	.	.	.	6.55e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SLC13A1	ENSG00000081800	.	.	.	4.2e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SLC22A5	ENSG00000197375	.	.	.	1.92e-14	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SLC27A3	ENSG00000143554	.	.	.	1.99e-18	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SMG7	ENSG00000116698	.	.	.	3.16e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SMOC1	ENSG00000198732	.	.	.	1.23e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SMOX	ENSG00000088826	.	.	.	3.73e-24	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SMURF2	ENSG00000108854	.	.	.	7.81e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SNED1	ENSG00000162804	.	.	.	2.18e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SPSB3	ENSG00000162032	.	.	.	2.15e-21	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	SREK1	ENSG00000153914	.	.	.	1.12e-14	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	STC2	ENSG00000113739	.	.	.	3.97e-41	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TET1	ENSG00000138336	.	.	.	9.74e-40	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TGFB3	ENSG00000119699	.	.	.	1.16e-22	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	THBS3	ENSG00000169231	.	.	.	2.17e-39	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TLK1	ENSG00000198586	.	.	.	1.97e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TRIM68	ENSG00000167333	.	.	.	2.38e-20	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TRPC4AP	ENSG00000100991	.	.	.	8.1e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TRPM7	ENSG00000092439	.	.	.	1.16e-16	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TRPS1	ENSG00000104447	.	.	.	8.79e-11	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TTN	ENSG00000155657	.	.	.	3.94e-14	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	TXLNA	ENSG00000084652	.	.	.	1.2e-13	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	UGGT2	ENSG00000102595	.	.	.	5.41e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	UHRF1	ENSG00000276043	.	.	.	9.69e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	UHRF2	ENSG00000147854	.	.	.	1.07e-20	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	VASN	ENSG00000168140	.	.	.	3.07e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	WDR6	ENSG00000178252	.	.	.	1.75e-21	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	WDR76	ENSG00000092470	.	.	.	2.12e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	WLS	ENSG00000116729	.	.	.	7.92e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	XRN2	ENSG00000088930	.	.	.	1.37e-10	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	XYLT1	ENSG00000103489	.	.	.	6.58e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	ZFAT	ENSG00000066827	.	.	.	4.15e-179	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	ZNF366	ENSG00000178175	.	.	.	6.79e-12	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	ZNF518A	ENSG00000177853	.	.	.	8.22e-15	kosmicki_height_2026	.
height_207_gene_p	Height	207 discovery-significant gene-P genes	ZNFX1	ENSG00000124201	.	.	.	9.3e-12	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	ACAN	ENSG00000157766	.	negative	-1.76	3.79e-93	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	ADAMTS10	ENSG00000142303	.	negative	-0.897	3.29e-20	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	ADAMTS6	ENSG00000049192	.	negative	-0.97	1.91e-15	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	ANKRD11	ENSG00000167522	.	negative	-1.37	1.57e-38	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	CHD8	ENSG00000100888	.	positive	0.881	5.8e-12	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	COL1A1	ENSG00000108821	.	negative	-0.831	5.44e-13	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	DTL	ENSG00000143476	.	negative	-0.686	1.88e-14	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	EXT1	ENSG00000182197	.	negative	-1.06	2.47e-23	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	FBN1	ENSG00000166147	.	positive	1.17	1.95e-37	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	IGF1R	ENSG00000140443	.	negative	-0.838	1.93e-21	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	IGF2BP2	ENSG00000073792	.	negative	-0.741	1.56e-09	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	LCORL	ENSG00000178177	.	positive	1.02	1.89e-53	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	NF1	ENSG00000196712	.	negative	-0.674	1.5e-42	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	NRK	ENSG00000123572	.	positive	0.435	2.13e-13	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	SCUBE3	ENSG00000146197	.	negative	-0.905	5.98e-28	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	TET1	ENSG00000138336	.	positive	0.969	8.84e-27	kosmicki_height_2026	.
height_singleton_plof	Height	17 significant singleton-pLoF burden genes	ZFAT	ENSG00000066827	.	positive	0.812	5.39e-20	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	ACAN	ENSG00000157766	.	negative	-1.76	3.79e-93	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	ADAMTS10	ENSG00000142303	.	negative	-0.897	3.29e-20	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	ADAMTS6	ENSG00000049192	.	negative	-0.97	1.91e-15	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	ANKRD11	ENSG00000167522	.	negative	-1.37	1.57e-38	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	COL1A1	ENSG00000108821	.	negative	-0.831	5.44e-13	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	DTL	ENSG00000143476	.	negative	-0.686	1.88e-14	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	EXT1	ENSG00000182197	.	negative	-1.06	2.47e-23	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	IGF1R	ENSG00000140443	.	negative	-0.838	1.93e-21	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	IGF2BP2	ENSG00000073792	.	negative	-0.741	1.56e-09	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	NF1	ENSG00000196712	.	negative	-0.674	1.5e-42	kosmicki_height_2026	.
height_singleton_plof_negative	Height	Singleton-pLoF genes with negative beta	SCUBE3	ENSG00000146197	.	negative	-0.905	5.98e-28	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	CHD8	ENSG00000100888	.	positive	0.881	5.8e-12	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	FBN1	ENSG00000166147	.	positive	1.17	1.95e-37	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	LCORL	ENSG00000178177	.	positive	1.02	1.89e-53	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	NRK	ENSG00000123572	.	positive	0.435	2.13e-13	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	TET1	ENSG00000138336	.	positive	0.969	8.84e-27	kosmicki_height_2026	.
height_singleton_plof_positive	Height	Singleton-pLoF genes with positive beta	ZFAT	ENSG00000066827	.	positive	0.812	5.39e-20	kosmicki_height_2026	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AARS	ENSG00000090861	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AARS2	ENSG00000124608	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AASS	ENSG00000008311	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ABAT	ENSG00000183044	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ABCA2	ENSG00000107331	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ABI2	ENSG00000138443	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ACOX1	ENSG00000161533	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ACTL6B	ENSG00000077080	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADAM22	ENSG00000008277	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADAR	ENSG00000160710	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADARB1	ENSG00000197381	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADAT3	ENSG00000213638	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADD1	ENSG00000087274	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADGRG1	ENSG00000205336	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADGRL1	ENSG00000072071	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADGRV1	ENSG00000164199	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADPRHL2	ENSG00000116863	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADRA2B	ENSG00000274286	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ADSL	ENSG00000239900	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AFF3	ENSG00000144218	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AGMO	ENSG00000187546	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AGO1	ENSG00000092847	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AIMP1	ENSG00000164022	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AIMP2	ENSG00000106305	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AJAP1	ENSG00000196581	2	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AKT1	ENSG00000142208	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	AKT3	ENSG00000117020	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALDH5A1	ENSG00000112294	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALDH7A1	ENSG00000164904	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALG1	ENSG00000033011	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALG11	ENSG00000253710	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALG12	ENSG00000182858	1	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALG13	ENSG00000101901	3	.	.	.	panelapp_epilepsy_v9.73	.
panelapp_epilepsy_all	Epilepsy	All genes in the versioned PanelApp panel	ALG14	ENSG00000172339	3	.	.	.	panelapp_epilepsy_v9.73	.
